doi	solvent	PhNH2	BnOH	alc2aniline_ratio	base	base_amount	catalyst	metal	ligand	atmosphere	cat_load	temp	time	yield	TON	comment	success	atm_type	year	base_amine_ratio	base_alcohol_ratio
10.1038/ncomms7478	PhMe	1.0	2.0	2.0	KOH	0.5	carbon		no	Ar	0.0	130.0	24.0	99.0	inf	0	True	inert	2015	0.5	0.25
10.1038/ncomms7478	PhMe	1.0	2.0	2.0	KOH	0.5	carbon		no	Ar	0.0	130.0	24.0	3.0	inf	0	False	inert	2015	0.5	0.25
10.1038/ncomms7478	PhMe	1.0	2.0	2.0	no base	0.5	carbon		no	Ar	0.0	130.0	24.0	0.0		0	False	inert	2015	0.5	0.25
10.1039/c5ra07681a	PhMe	1.0	1.5	1.5	KOH	0.5	no		no	Ar	0.0	150.0	4.0	11.0	inf	0	False	inert	2015	0.5	0.3333333333333333
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	no base	0.0	no		no	Air	0.0	220.0	6.0	2.0	inf	0	False	oxygen	2014	0.0	0.0
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	NaOH	1.0	no		no	Air	0.0	220.0	6.0	99.0	inf	0	True	oxygen	2014	0.25	0.025
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	NaNH2	1.0	no		no	Air	0.0	220.0	6.0	77.0	inf	0	True	oxygen	2014	0.25	0.025
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	MeONa	1.0	no		no	Air	0.0	220.0	6.0	54.0	inf	0	False	oxygen	2014	0.25	0.025
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	Na2CO3	1.0	no		no	Air	0.0	220.0	6.0	5.0	inf	0	False	oxygen	2014	0.25	0.025
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	NaHCO3	1.0	no		no	Air	0.0	220.0	6.0	3.0	inf	0	False	oxygen	2014	0.25	0.025
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	NaOAc	1.0	no		no	Air	0.0	220.0	6.0	5.0	inf	0	False	oxygen	2014	0.25	0.025
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	tBuOK	1.0	no		no	Air	0.0	220.0	6.0	51.0	inf	0	False	oxygen	2014	0.25	0.025
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	K2CO3	1.0	no		no	Air	0.0	220.0	6.0	23.0	inf	0	False	oxygen	2014	0.25	0.025
10.1016/j.catcom.2014.06.020	neat	4.0	40.0	10.0	Cs2CO3	1.0	no		no	Air	0.0	220.0	6.0	22.0	inf	0	False	oxygen	2014	0.25	0.025
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	KOH	0.2	no		no	Ar	0.0	140.0	24.0	66.0	inf	0	True	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	KOH	0.2	no		no	Air	0.0	140.0	24.0	8.0	inf	0	False	oxygen	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	KOH	0.2	no		no	O2	0.0	140.0	24.0	0.0		0	False	oxygen	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	LiOH	0.2	no		no	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	NaOH	0.2	no		no	Ar	0.0	140.0	24.0	26.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	CsOH	0.2	no		no	Ar	0.0	140.0	24.0	87.0	inf	0	True	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	CsOH	0.2	no		no	N2 (2.8 ppm O2)	0.0	140.0	24.0	38.0	inf	0	False	oxygen	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	CsOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	96.0	inf	0	True	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	CsOH	0.2	no		no	Air	0.0	140.0	24.0	11.0	inf	0	False	oxygen	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	CsOH	0.2	no		O2 (2 mol%)	Ar	0.0	120.0	24.0	79.0	inf	0	True	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	no base	0.2	no		no	Ar	0.0	140.0	24.0	0.0		0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	neat	1.0	1.2	1.2	CsOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	74.0	inf	0	True	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	PhCl	1.0	1.2	1.2	CsOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	82.0	inf	0	True	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	H2O	1.0	1.2	1.2	CsOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	0.0		0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	dioxane	1.0	1.2	1.2	CsOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	15.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	DCE	1.0	1.2	1.2	CsOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	13.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	DMF	1.0	1.2	1.2	CsOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	CsOH	0.1	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	73.0	inf	0	True	inert	2015	0.1	0.0833333333333333
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	CsOH	0.05	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	8.0	inf	0	False	inert	2015	0.05	0.0416666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	LiOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	NaOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	31.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	KOH	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	74.0	inf	0	True	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	Ba(OH)2	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	Sr(OH)2	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	K2CO3	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	tBuOK	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	58.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	MeONa	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	34.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	LiHMDS	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	Et3N	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1002/ejoc.201500086	mesitylene	1.0	1.2	1.2	DBU	0.2	no		O2 (2 mol%)	Ar	0.0	140.0	24.0	1.0	inf	0	False	inert	2015	0.2	0.1666666666666666
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	CsOH	1.0	no		no	Air	0.0	140.0	24.0	79.0	inf	0	True	oxygen	2015	0.5	0.3333333333333333
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	LiOH	1.0	no		no	N2	0.0	140.0	24.0	0.0		T 110-150	False	inert	2015	0.5	0.3333333333333333
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	NaOH	1.0	no		no	N2	0.0	140.0	24.0	0.0		T 110-150	False	inert	2015	0.5	0.3333333333333333
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	KOH	1.0	no		no	N2	0.0	140.0	24.0	0.0		T 110-150	False	inert	2015	0.5	0.3333333333333333
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	CsOH	1.0	no		no	N2	0.0	140.0	24.0	0.0		T 110-150	False	inert	2015	0.5	0.3333333333333333
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	LiOH	0.6	no		no	Air	0.0	130.0	24.0	0.0		0	False	oxygen	2015	0.3	0.1999999999999999
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	NaOH	0.6	no		no	Air	0.0	130.0	24.0	40.0	inf	0	False	oxygen	2015	0.3	0.1999999999999999
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	KOH	0.6	no		no	Air	0.0	130.0	24.0	50.0	inf	0	False	oxygen	2015	0.3	0.1999999999999999
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	CsOH	0.6	no		no	Air	0.0	130.0	24.0	90.0	inf	0	True	oxygen	2015	0.3	0.1999999999999999
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	CsOH	0.2	no		no	Air	0.0	140.0	24.0	27.0	inf	0	False	oxygen	2015	0.1	0.0666666666666666
10.1016/j.tet.2015.11.016	neat	2.0	3.0	1.5	CsOH	0.6	no		no	Air	0.0	150.0	24.0	92.0	inf	0	True	oxygen	2015	0.3	0.1999999999999999
10.1021/acs.orglett.5b02685	neat	1.0	10.0	10.0	KOH	3.0	no		no	Ar	0.0	130.0	24.0	90.0	inf	0	True	inert	2015	3.0	0.3
10.1021/ol3001969	PhMe/THF-1:2	0.35	0.35	1.0	tBuOK	0.35	no		MS 4A	N2	0.0	110.0	24.0	0.0		0	False	inert	2012	1.0	1.0
10.1002/chem.201001871	diglyme	1.0	1.1	1.1	tBuOK	1.1	no		no	Ar	0.0	70.0	24.0	3.0	inf	0	False	inert	2010	1.1	1.0
10.1016/j.tet.2014.10.007	dioxane	1.0	1.2	1.2	tBuOK	1.0	no		AgOTf (5 mol%)	Ar	0.0	100.0	48.0	14.0	inf	0	False	inert	2014	1.0	0.8333333333333334
10.1016/j.jcat.2009.01.020	mesitylene	0.25	0.38	1.52	no base	0.0	Al2O3		no	Ar	0.0	132.0	5.0	0.0		0	False	inert	2009	0.0	0.0
10.1016/j.jcat.2009.01.020	mesitylene	0.25	0.38	1.52	no base	0.0	no		no	Ar	0.0	132.0	5.0	0.0		0	False	inert	2009	0.0	0.0
10.1002/adsc.201200732	PhMe	1.0	1.1	1.1	NaHCO3	0.5	Silica		no	N2	0.0	110.0	48.0	0.0		0	False	inert	2013	0.5	0.4545454545454545
10.1002/adsc.201000962	H2O	2.0	2.0	1.0	no base	0.0	no		no	Air	0.0	100.0	4.0	0.0		0	False	oxygen	2011	0.0	0.0
10.1039/c7dt04326k	PhMe	1.0	1.0	1.0	no base	0.0	Cp*IrN=CH(anthracene)Cl	Ir	no	N2	0.3	25.0	4.0	0.0	0.0	0	False	inert	2018	0.0	0.0
10.1002/chem.201201845	PhMe	1.0	1.0	1.0	no base	0.0	no		no	Ar	0.0	110.0	14.0	0.0		0	False	inert	2012	0.0	0.0
10.1039/c3cc42669f	diglyme	0.5	0.55	1.1	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	25.0	48.0	96.0	192.0	0	True	inert	2013	0.5	0.4545454545454545
10.1016/j.poly.2014.12.015	PhMe	2.0	2.0	1.0	KOH	4.0	no		no	Air?	0.0	120.0	12.0	0.0		0	False	oxygen	2015	2.0	2.0
10.1055/s-0036-1589064	PhMe	0.25	0.27	1.08	tBuOK	0.275	no		PPh3 (10 mol%)	Ar	0.0	130.0	18.0	0.0		0	False	inert	2017	1.1	1.0185185185185186
10.1246/bcsj.20150217	neat	1.0	4.0	4.0	tBuOK	2.0	no		no	N2	0.0	130.0	12.0	21.0	inf	MW	False	inert	2015	2.0	0.5
10.1016/j.catcom.2015.10.028	neat	1.0	1.6	1.6	tBuOK	1.0	no		NHC ligand (1 mol%)	no data	0.0	120.0	15.0	0.0		0	False	no_data	2015	1.0	0.625
10.1021/acs.organomet.0c00233	neat	1.0	1.0	1.0	tBuONa	0.75	NiNNN	Ni	no	Ar	0.1	46.0	72.0	46.0	460.0	0	False	inert	2020	0.75	0.75
10.1021/acscatal.7b02817	PhMe	0.25	1.0	4.0	tBuOK	0.25	no		no	Ar	0.0	130.0	48.0	0.0		0	False	inert	2017	1.0	0.25
10.1039/b901929d	dioxane	2.0	8.0	4.0	tBuOK	4.0	no		no	Ar	0.0	90.0	240.0	67.0	inf	0	True	inert	2009	2.0	0.5
10.1039/b901929d	dioxane	2.0	8.0	4.0	tBuOK	4.0	no		no	Ar	0.0	90.0	168.0	52.0	inf	0	False	inert	2009	2.0	0.5
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	no		no	no data	0.0	160.0	1.0	0.0		MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	DABCO	2.0	no		no	no data	0.0	160.0	1.0	13.5	inf	MW	False	no_data	2010	1.6666666666666667	2.0
10.1002/anie.201006660	trimethylbenzene	6.0	3.0	0.5	no base	0.0	prolinone		Cp*H (5mol%)	Ar	0.0	160.0	18.0	0.0		0	False	inert	2011	0.0	0.0
10.1038/ncomms12641	PhMe	0.5	0.6	1.2	tBuOK	0.5	no		no	Ar	0.0	80.0	24.0	0.0		0	False	inert	2016	1.0	0.8333333333333334
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	91.0	60.66666666666666	0	True	inert	2019	1.0	1.0
10.1016/j.poly.2019.114234	PhMe	1.0	1.5	1.5	no base	1.0	no		no	Ar	0.0	120.0	24.0	0.0		0	False	inert	2019	1.0	0.6666666666666666
10.1016/j.ica.2019.119358	PhMe	0.2	0.4	2.0	tBuOK	0.08	no		no	Ar	0.0	140.0	24.0	0.0		0	False	inert	2019	0.3999999999999999	0.1999999999999999
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	24.0	85.0	56.66666666666666	0	True	inert	2019	1.0	1.0
10.1002/cctc.201902179	neat	1.0	1.3	1.3	no base	0.0	no		no	Air		130.0	48.0	0.0		0	False	oxygen	2020	0.0	0.0
10.1021/acs.orglett.9b00832	DME	1.0	1.0	1.0	KH	0.5	Mn(CO)5Br	Mn	bpy-6NH-i-PrP	Ar	0.1	50.0	24.0	55.0	550.0	0	False	inert	2019	0.5	0.5
10.1021/acs.orglett.9b00832	DME	1.0	1.0	1.0	KH	0.5	Mn(CO)5Br	Mn	bpy-6NH-i-PrP	Ar	0.25	50.0	24.0	69.3	277.2	0	True	inert	2019	0.5	0.5
10.1021/acs.orglett.9b00832	DME	1.0	1.0	1.0	KH	0.5	Mn(CO)5Br	Mn	bpy-6NH-i-PrP	Ar	0.5	50.0	24.0	79.2	158.4	0	True	inert	2019	0.5	0.5
10.1021/acs.orglett.9b00832	DME	1.0	1.0	1.0	tBuOK	1.0	Mn(CO)5Br	Mn	bpy-6NH-i-PrP	Ar	1.0	50.0	24.0	99.0	99.0	0	True	inert	2019	1.0	1.0
10.1021/acs.orglett.9b00832	DME	1.0	1.0	1.0	KH	0.5	Mn(CO)5Br	Mn	bpy-6NH-i-PrP	Ar	1.0	50.0	24.0	99.0	99.0	0	True	inert	2019	0.5	0.5
10.1021/acs.orglett.9b00832	PhMe	1.0	1.0	1.0	tBuOK	1.0	Mn(CO)5Br	Mn	bpy-6NH-i-PrP	Ar	1.0	50.0	24.0	92.1	92.1	0	True	inert	2019	1.0	1.0
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	0.5	50.0	24.0	44.0	88.0	0	False	inert	2019	1.0	1.0
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.0	50.0	24.0	88.0	88.0	0	True	inert	2019	1.0	1.0
10.1021/acs.orglett.9b00832	DME	1.0	1.0	1.0	KH	0.4	Mn(CO)5Br	Mn	bpy-6NH-i-PrP	Ar	1.0	50.0	24.0	79.4	79.4	0	True	inert	2019	0.4	0.4
10.1021/acs.orglett.9b00832	DME	1.0	1.0	1.0	tBuOK	0.5	Mn(CO)5Br	Mn	bpy-6NH-i-PrP	Ar	1.0	50.0	24.0	78.2	78.2	0	True	inert	2019	0.5	0.5
10.1002/cctc.201902179	neat	1.0	1.3	1.3	no base	0.0	no		no	Air		100.0	48.0	0.0		0	False	oxygen	2020	0.0	0.0
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	50.0	24.0	92.0	61.333333333333336	0	True	inert	2019	1.0	1.0
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.375	Mn(CO)3(NHC)2	Mn	no	N2	1.5	50.0	24.0	77.0	51.333333333333336	0	True	inert	2019	0.75	0.75
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.3	Mn(CO)3(NHC)2	Mn	no	N2	1.5	50.0	24.0	61.0	40.66666666666666	0	False	inert	2019	0.6	0.6
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	Air	1.5	50.0	24.0	56.0	37.333333333333336	0	False	oxygen	2019	1.0	1.0
10.1039/c9cc02989c	PhMe	0.5	0.5	1.0	tBuOK	0.5	MnBr(CO)5	Mn	no	N2	1.5	50.0	24.0	26.0	17.333333333333332	0	False	inert	2019	1.0	1.0
10.1002/aoc.4704	PhMe	1.0	1.5	1.5	tBuOK	1.0	no		no	Ar	0.0	120.0	24.0	0.0		0	False	inert	2018	1.0	0.6666666666666666
10.1021/acs.organomet.8b00908	PhMe	1.0	1.0	1.0	no base	0.0	no		no	N2	0.0	25.0	48.0	0.0		0	False	inert	2019	0.0	0.0
10.1002/ejic.201900191	neat	1.0	1.5	1.5	tBuOK	1.5	no		no	Ar	0.0	120.0	20.0	0.0		0	False	inert	2019	1.5	1.0
10.1021/acscatal.9b02977	PhMe	0.25	1.0	4.0	tBuOK	0.25	no		no	Ar	0.0	130.0	24.0	0.0		0	False	inert	2019	1.0	0.25
10.1039/c7dt04326k	PhMe	1.0	1.0	1.0	no base	0.0	no		no	N2	0.0	100.0	4.0	0.0		0	False	inert	2018	0.0	0.0
10.1002/ejic.201701479	PhMe	1.1	1.0	0.9090909090909092	tBuOK	2.5	no		no	Ar	0.0	120.0	24.0	0.0		0	False	inert	2018	2.2727272727272725	2.5
10.1039/c8gc00557e	neat	2.0	4.0	2.0	KOH	1.0	no		no	no data	0.0	100.0	12.0	1.0	inf	0	False	no_data	2018	0.5	0.25
10.1039/c8gc00557e	neat	2.0	4.0	2.0	KOH	1.0	no		no	no data	0.0	80.0	12.0	1.0	inf	0	False	no_data	2018	0.5	0.25
10.1039/c8cy01200h	CyOMe	0.5	1.0	2.0	KOH	0.25	no		no	Ar	0.0	140.0	18.0	0.07	inf	0	False	inert	2018	0.5	0.25
10.1002/cctc.201801525	PhMe	1.0	1.3	1.3	KOH	0.5	N-C (N-dopped carbon)		no	N2	0.0	130.0	24.0	2.25	inf	0	False	inert	2018	0.5	0.3846153846153846
10.1002/cctc.201801525	PhMe	1.0	1.3	1.3	KOH	0.5	no		no	N2	0.0	130.0	24.0	0.0		0	False	inert	2018	0.5	0.3846153846153846
10.1016/j.tet.2017.03.001	neat	3.0	3.6	1.2	LiOH	1.5	no		P(2-Fu)3 (0,4 mol%), 4A MS	Ar	0.0	100.0	24.0	28.0	inf	0	False	inert	2017	0.5	0.4166666666666666
10.1016/j.tet.2017.03.001	neat	3.0	3.6	1.2	LiOH	1.5	no		no	Ar	0.0	100.0	24.0	12.0	inf	0	False	inert	2017	0.5	0.4166666666666666
10.1016/j.tet.2017.03.001	neat	3.0	3.6	1.2	LiOH	1.5	no		P(2-Fu)3 (0,4 mol%), 4A MS	Ar	0.0	100.0	24.0	0.0		0	False	inert	2017	0.5	0.4166666666666666
10.3184/174751917x14931195075562	DCM	0.5	0.6	1.2	Na2CO3	0.6	no		no	Ar	0.0	40.0	18.0	0.0		0	False	inert	2017	1.2	1.0
10.1002/cctc.201700678	H2O	1.0	1.0	1.0	no base	0.0	no		no	N2	0.0	110.0	24.0	0.0		0	False	inert	2017	0.0	0.0
10.1039/c6gc00938g	neat	2.0	3.0	1.5	no base	0.0	no		no	Air	0.0	160.0	24.0	0.0		0	False	oxygen	2016	0.0	0.0
10.1039/c6cy00597g	PhMe	0.1	0.21	2.1	KOH	0.1	no		no	N2	0.0	130.0	24.0	0.0		0	False	inert	2016	1.0	0.4761904761904762
10.1002/cctc.201402916	PhMe	1.0	1.5	1.5	no base	0.0	mesoporous aluminosilicates (50 mg)		no	no data	0.0	110.0	24.0	60.0	inf	acidic cat.	False	no_data	2015	0.0	0.0
10.1021/cs300756f	neat	0.05	49.7	994.0	no base	0.0	no		TiO2, hv (lambda>300 nm)	N2	0.0	25.0	6.0	0.0		irradiation	False	inert	2013	0.0	0.0
10.1246/bcsj.20090269	MeCN	1.2	1.0	0.8333333333333334	no base	0.0	no		4,4'-azopyridine (1.3 mmol), PPh3 (1.3 mmol)	no data	0.0	82.0	7.0	80.0	inf	Azo= ArN=NAr	True	no_data	2010	0.0	0.0
10.1021/cs300756f	neat	0.05	49.7	994.0	no base	0.0	Pd0,1/TiO2	Pd	hv (lambda>300 nm)	N2	1.0	25.0	6.0	49.0	49.0	irradiation	False	inert	2013	0.0	0.0
10.1021/cs300756f	neat	0.05	49.7	994.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	6.0	92.0	30.666666666666668	irradiation	True	inert	2013	0.0	0.0
10.1021/cs300756f	neat	0.05	49.7	994.0	no base	0.0	Pd0,5/TiO2	Pd	hv (lambda>300 nm)	N2	5.0	25.0	6.0	81.0	16.2	irradiation	True	inert	2013	0.0	0.0
10.1021/cs300756f	neat	0.05	49.7	994.0	no base	0.0	Pd1,0/TiO2	Pd	hv (lambda>300 nm)	N2	10.0	25.0	6.0	64.0	6.4	irradiation	False	inert	2013	0.0	0.0
10.1021/cs400799n	neat	2.0	6.0	3.0	LiOH	0.4	PdCl2	Pd	dppe(1 mol%)	Ar	1.0	90.0	24.0	94.0	94.0	0	True	inert	2013	0.2	0.0666666666666666
10.1021/cs400799n	neat	2.0	6.0	3.0	LiOH	0.4	PdCl2	Pd	dppf(tBu)(1 mol%)	Ar	1.0	90.0	24.0	84.0	84.0	0	True	inert	2013	0.2	0.0666666666666666
10.1055/s-0030-1260238	PhMe	2.5	5.0	2.0	CsOH	2.5	Pd(Oac)2	Pd	no	Air?	1.0	90.0	24.0	80.0	80.0	0	True	oxygen	2011	1.0	0.5
10.1002/adsc.201701117	dioxane	0.55	0.72	1.3090909090909089	tBuOK	0.1375	Ru(1,10-phenanthroline)Py(PPh3)2(PF6)	Ru	no	Ar	0.001	110.0	60.0	42.84	42840.0	0	False	inert	2017	0.25	0.1909722222222222
10.1021/acs.inorgchem.9b03049	neat	1.0	1.2	1.2	tBuOK	0.0	RuNHC	Ru	no	Ar	0.001	120.0	4.0	33.0	33000.0	0	False	inert	2020	0.0	0.0
10.1002/ejoc.201901310	neat	5.14	5.09	0.990272373540856	Na	3.6	tBu2NNN)Ru(Cl2)(PPh3)	Ru	no	Ar	0.02	140.0	20.0	57.0	2850.0	16	False	inert	2019	0.7003891050583658	0.7072691552062869
10.1002/cctc.201501346	PhMe	0.55	0.5	0.9090909090909092	HCOONa	1.5	Pd/C	Pd	no	N2	5.0	90.0	24.0	51.0	10.2	0	False	inert	2016	2.727272727272727	3.0
10.1039/c5ra07225e	neat	2.0	6.0	3.0	LiOH	0.4	Pd-SiO2XantPhosOAc	Pd	no	Ar	0.042	100.0	24.0	81.0	1928.5714285714284	0	True	inert	2015	0.2	0.0666666666666666
10.1016/j.tet.2017.03.001	neat	5.3	6.4	1.207547169811321	LiOH	2.7	Pd2((AcO)pirazoleAr3)2	Pd	P(2-Fu)3 (0,4 mol%), 4A MS	Ar	0.05	100.0	24.0	81.0	1620.0	0	True	inert	2017	0.5094339622641509	0.421875
10.1021/cs300756f	neat	0.05	49.7	994.0	no base	0.0	Pt0,3/TiO2	Pt	hv (lambda>300 nm)	N2	3.0	25.0	6.0	3.0	1.0	irradiation	False	inert	2013	0.0	0.0
10.1039/c3cc42669f	neat	1.0	1.1	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	93.0	186.0	0	True	inert	2013	0.5	0.4545454545454545
10.1039/c5ra07225e	neat	2.0	6.0	3.0	LiOH	0.4	Pd-SiO2XantPhosCl	Pd	no	Ar	0.043	100.0	24.0	65.0	1511.6279069767445	0	False	inert	2015	0.2	0.0666666666666666
10.1016/j.tet.2017.03.001	neat	5.3	6.4	1.207547169811321	LiOH	2.7	Pd2((AcO)pirazoleAr3)2	Pd	P(2-Fu)3 (0,4 mol%), 4A MS	Ar	0.1	100.0	24.0	85.0	850.0	0	True	inert	2017	0.5094339622641509	0.421875
10.1016/j.tet.2017.03.001	neat	5.3	6.4	1.207547169811321	LiOH	2.7	Pd2((AcO)pirazoleAr3)2	Pd	P(2-Fu)3 (0,4 mol%), 4A MS	Ar	0.2	100.0	24.0	91.0	455.0	0	True	inert	2017	0.5094339622641509	0.421875
10.3184/174751917x14931195075562	DCM	0.5	0.6	1.2	Cs2CO3	0.6	(C6H5benzothiazole)2Ir+P(nBu)3(OTf)-	Ir	no	Ar	1.0	40.0	18.0	64.0	64.0	0	False	inert	2017	1.2	1.0
10.1002/ejoc.201901310	neat	5.14	5.09	0.990272373540856	Na	3.6	tBu2NNN)Ru(Cl2)(PPh3)	Ru	no	Ar	0.02	120.0	20.0	53.0	2650.0	11	False	inert	2019	0.7003891050583658	0.7072691552062869
10.3184/174751917x14931195075562	DCM	0.5	0.6	1.2	NaOH	0.6	(C6H5benzothiazole)2Ir+P(nBu)3(OTf)-	Ir	no	Ar	1.0	40.0	18.0	53.0	53.0	0	False	inert	2017	1.2	1.0
10.1002/ejoc.201901310	neat	5.14	5.09	0.990272373540856	tBuONa	3.6	tBu2NNN)Ru(Cl2)(PPh3)	Ru	no	Ar	0.02	120.0	20.0	53.0	2650.0	23	False	inert	2019	0.7003891050583658	0.7072691552062869
